epoch,lr,train_loss,train_acc,val_loss,val_acc
1,0.02507102272727273,1.7165968992445204,0.36364444444444444,1.4728193042755127,0.46
2,0.025142045454545455,1.3827953488879734,0.5044888888888889,1.3971759267807007,0.5154
3,0.025213068181818184,1.1593518322838676,0.5954,1.0895297319412232,0.6208
4,0.025284090909090912,1.0089204216745165,0.65,0.9133856349945069,0.6932
5,0.025355113636363637,0.8803302664968703,0.697,0.8559676226377487,0.7144
6,0.025426136363636366,0.7954053609424168,0.7274,1.1749101088643075,0.6512
7,0.02549715909090909,0.7273641398853726,0.7529111111111111,0.8747423510551453,0.7134
8,0.02556818181818182,0.6703796765645345,0.7761111111111111,0.7656441195070743,0.733
9,0.02563920454545455,0.623345357216729,0.7906,0.7646859044075012,0.7426
10,0.025710227272727273,0.5811812582121955,0.8039333333333334,0.6815972061634064,0.7668
11,0.025781250000000002,0.5507188549889459,0.8149111111111111,0.5678741129875183,0.8038
12,0.02585227272727273,0.5203779903729757,0.8257333333333333,0.5710396645843983,0.803
13,0.025923295454545456,0.49689940333896215,0.8312,0.6324585431337356,0.7874
14,0.025994318181818184,0.4792708857059479,0.8404444444444444,0.4903852373957634,0.8276
15,0.026065340909090913,0.4528346475336287,0.8498,0.48241402173042297,0.8346
16,0.026136363636363638,0.4372512643125322,0.8530222222222222,0.5265517265796661,0.817
17,0.026207386363636367,0.42169067034721375,0.8598888888888889,0.4903321705818176,0.8324
18,0.02627840909090909,0.40559747018814085,0.8656,0.4550935659766197,0.8478
19,0.02634943181818182,0.39754235098097057,0.8666666666666667,0.5214909229755401,0.8174
20,0.02642045454545455,0.3869094098356035,0.8693555555555555,0.4533959635257721,0.849
21,0.02649147727272727,0.3724020945972866,0.8747555555555555,0.47810034141540525,0.843
22,0.026562500000000003,0.3724503503163656,0.8744222222222222,0.44419111362695696,0.8446
23,0.02663352272727273,0.3566844367451138,0.8796666666666667,0.4498573481142521,0.8476
24,0.026704545454545453,0.35036500447591146,0.883,0.44916356818675995,0.8474
25,0.026775568181818185,0.33964656824535794,0.8858888888888888,0.46735818495750425,0.8396
26,0.026846590909090914,0.3368520477347904,0.8874222222222222,0.4139412899404764,0.8568
27,0.026917613636363635,0.32802187071376376,0.8893777777777778,0.5020133947610855,0.833
28,0.026988636363636367,0.3279659649160173,0.8904666666666666,0.4928187686443329,0.8418
29,0.02705965909090909,0.3170561038626565,0.8932,0.4534635516166687,0.8476
30,0.027130681818181818,0.31250923957824706,0.8963333333333333,0.43192820842266083,0.8506
31,0.02720170454545455,0.3133578699959649,0.8948888888888888,0.4050940447807312,0.8618
32,0.02727272727272727,0.3065342785782284,0.897,0.43167687678337097,0.8516
33,0.02734375,0.29701367666456435,0.9004888888888889,0.4666053948521614,0.8408
34,0.027414772727272732,0.29192280820740596,0.9013333333333333,0.4199543157160282,0.8644
35,0.027485795454545454,0.2927233329349094,0.9014444444444445,0.3879474550247192,0.8702
36,0.027556818181818182,0.28234965839385984,0.9036222222222222,0.5334007750511169,0.825
37,0.027627840909090914,0.2900434176815881,0.9011777777777777,0.40763300141096115,0.861
38,0.027698863636363636,0.2820152484734853,0.9037333333333334,0.39105718348026275,0.8636
39,0.027769886363636365,0.2789266159534454,0.9057555555555555,0.39618251543045047,0.8658
40,0.02784090909090909,0.2773305430968602,0.9078,0.45280937028527257,0.8502
